2016/12/30 12:36:43:161  applicationDidBecomeActive:
2016/12/30 12:37:13:834  elevation calculation <speed:25|slope:0|distance:-13.20132276477333|speedtimedistance:0.01032501459121704|elevation:0|elevationChange:-0>
2016/12/30 12:37:13:836  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:13:836  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:13:836  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:13:837  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:13:837  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:13:837  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:13:837  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:13:838  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:13:838  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:13:838  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:13:839  Recieved page class TACPageRequestPage
2016/12/30 12:37:13:839  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:20|powerW:35>
2016/12/30 12:37:13:839  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:13:839  Recieved page class TACPageRequestPage
2016/12/30 12:37:13:839  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:19|distance:0>
2016/12/30 12:37:13:840  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:13:840  Recieved page class TACPageRequestPage
2016/12/30 12:37:13:840  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:19|distance:0>
2016/12/30 12:37:13:841  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:13:841  logging data point
2016/12/30 12:37:13:841  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:13:841  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:13:841  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:13:842  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19001400 00230000>
2016/12/30 12:37:13:842  Notify with data <a4090000 19001400 00230000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:20|powerW:35>
2016/12/30 12:37:13:853  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:13:854  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 13000020>
2016/12/30 12:37:13:854  Notify with data <a4090000 10000000 13000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.06840000143684438|distance:0>
2016/12/30 12:37:13:855  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:13:855  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 13000020>
2016/12/30 12:37:13:856  Notify with data <a4090000 10000000 13000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.06840000143684438|distance:0>
2016/12/30 12:37:14:475  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:14:475  RZBLog(RZBLogLevelWriteCommandData): Data=<a4090000 33000000 00085200>
2016/12/30 12:37:14:476  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:14:476  Recieved page class TACPageTrackResistance
2016/12/30 12:37:14:476  Applying characteristic page <TACPageTrackResistance|gradePercent:10.00>
2016/12/30 12:37:14:477  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:14:741  elevation calculation <speed:19|slope:0|distance:6.595498875091055|speedtimedistance:15.82321870326996|elevation:0|elevationChange:0>
2016/12/30 12:37:14:811  elevation calculation <speed:19|slope:0|distance:-11.20935878918051|speedtimedistance:0.005927443504333496|elevation:0|elevationChange:-0>
2016/12/30 12:37:14:811  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:14:811  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:14:811  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:14:812  logging data point
2016/12/30 12:37:14:812  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:14:812  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:14:813  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:14:813  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:14:813  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:14:813  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:14:814  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:14:814  Recieved page class TACPageRequestPage
2016/12/30 12:37:14:814  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:14|powerW:23>
2016/12/30 12:37:14:815  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:14:815  Recieved page class TACPageRequestPage
2016/12/30 12:37:14:816  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:11|distance:0>
2016/12/30 12:37:14:816  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:14:816  Recieved page class TACPageRequestPage
2016/12/30 12:37:14:816  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:11|distance:0>
2016/12/30 12:37:14:817  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:14:817  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:14:817  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:14:817  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:14:817  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19000e00 00170000>
2016/12/30 12:37:14:818  Notify with data <a4090000 19000e00 00170000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:14|powerW:23>
2016/12/30 12:37:14:821  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:14:821  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 0b000020>
2016/12/30 12:37:14:821  Notify with data <a4090000 10000000 0b000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.03960000083185727|distance:0>
2016/12/30 12:37:14:822  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:14:822  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 0b000020>
2016/12/30 12:37:14:822  Notify with data <a4090000 10000000 0b000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.03960000083185727|distance:0>
2016/12/30 12:37:15:758  elevation calculation <speed:11|slope:0|distance:5.601715672838086|speedtimedistance:9.436119377613068|elevation:0|elevationChange:0>
2016/12/30 12:37:15:840  elevation calculation <speed:11|slope:0|distance:-7.518917525225577|speedtimedistance:0.004630863666534424|elevation:0|elevationChange:-0>
2016/12/30 12:37:15:841  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:15:841  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:15:842  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:15:842  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:15:842  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:15:842  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:15:842  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:15:842  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:15:842  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:15:843  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:15:843  Recieved page class TACPageRequestPage
2016/12/30 12:37:15:843  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:19|powerW:33>
2016/12/30 12:37:15:844  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:15:844  Recieved page class TACPageRequestPage
2016/12/30 12:37:15:844  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:19|distance:0>
2016/12/30 12:37:15:844  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:15:844  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:15:845  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:15:845  Recieved page class TACPageRequestPage
2016/12/30 12:37:15:845  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:19|distance:0>
2016/12/30 12:37:15:845  logging data point
2016/12/30 12:37:15:845  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:15:845  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19001300 00210000>
2016/12/30 12:37:15:846  Notify with data <a4090000 19001300 00210000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:19|powerW:33>
2016/12/30 12:37:15:853  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:15:853  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 13000020>
2016/12/30 12:37:15:854  Notify with data <a4090000 10000000 13000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.06840000143684438|distance:0>
2016/12/30 12:37:15:855  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:15:855  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:15:855  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 13000020>
2016/12/30 12:37:15:856  Notify with data <a4090000 10000000 13000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.06840000143684438|distance:0>
2016/12/30 12:37:15:927  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:15:927  RZBLog(RZBLogLevelWriteCommandData): Data=<a4090000 33000000 00fc5300>
2016/12/30 12:37:15:928  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:15:928  Recieved page class TACPageTrackResistance
2016/12/30 12:37:15:928  Applying characteristic page <TACPageTrackResistance|gradePercent:15.00>
2016/12/30 12:37:15:928  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:16:112  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:16:112  RZBLog(RZBLogLevelWriteCommandData): Data=<a4090000 33000000 00f05500>
2016/12/30 12:37:16:112  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:16:113  Recieved page class TACPageTrackResistance
2016/12/30 12:37:16:113  Applying characteristic page <TACPageTrackResistance|gradePercent:20.00>
2016/12/30 12:37:16:114  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:16:293  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:16:293  RZBLog(RZBLogLevelWriteCommandData): Data=<a4090000 33000000 00e45700>
2016/12/30 12:37:16:294  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:16:294  Recieved page class TACPageTrackResistance
2016/12/30 12:37:16:294  Applying characteristic page <TACPageTrackResistance|gradePercent:25.00>
2016/12/30 12:37:16:295  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:16:715  elevation calculation <speed:19|slope:0|distance:3.757143330779521|speedtimedistance:15.740169942379|elevation:0|elevationChange:0>
2016/12/30 12:37:16:768  elevation calculation <speed:19|slope:0|distance:-9.748656636579259|speedtimedistance:0.005377054214477539|elevation:0|elevationChange:-0>
2016/12/30 12:37:16:769  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:16:769  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:16:769  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:16:770  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:16:770  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:16:770  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:16:770  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:16:771  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:16:771  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:16:771  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:16:771  logging data point
2016/12/30 12:37:16:771  Recieved page class TACPageRequestPage
2016/12/30 12:37:16:771  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:15|powerW:24>
2016/12/30 12:37:16:771  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:16:771  Recieved page class TACPageRequestPage
2016/12/30 12:37:16:771  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:17|distance:0>
2016/12/30 12:37:16:772  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:16:772  Recieved page class TACPageRequestPage
2016/12/30 12:37:16:772  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:17|distance:0>
2016/12/30 12:37:16:772  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:16:772  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:16:772  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:16:772  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:16:772  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19000f00 00180000>
2016/12/30 12:37:16:773  Notify with data <a4090000 19000f00 00180000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:15|powerW:24>
2016/12/30 12:37:16:775  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:16:775  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 11000020>
2016/12/30 12:37:16:776  Notify with data <a4090000 10000000 11000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.0612000012855976|distance:0>
2016/12/30 12:37:16:776  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:16:776  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 11000020>
2016/12/30 12:37:16:776  Notify with data <a4090000 10000000 11000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.0612000012855976|distance:0>
2016/12/30 12:37:17:762  elevation calculation <speed:17|slope:0|distance:4.871639791182391|speedtimedistance:15.32167565822601|elevation:0|elevationChange:0>
2016/12/30 12:37:17:853  elevation calculation <speed:17|slope:0|distance:-10.0966577247042|speedtimedistance:0.01196783781051636|elevation:0|elevationChange:-0>
2016/12/30 12:37:17:853  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:17:854  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:17:854  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:17:854  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:17:854  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:17:855  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:17:855  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:17:855  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:17:855  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:17:856  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:17:856  Recieved page class TACPageRequestPage
2016/12/30 12:37:17:856  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:23|powerW:28>
2016/12/30 12:37:17:857  logging data point
2016/12/30 12:37:17:857  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:17:857  Recieved page class TACPageRequestPage
2016/12/30 12:37:17:857  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:30.00000000000001|distance:0>
2016/12/30 12:37:17:858  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:17:858  Recieved page class TACPageRequestPage
2016/12/30 12:37:17:858  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:30.00000000000001|distance:0>
2016/12/30 12:37:17:859  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:17:859  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:17:859  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:17:859  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:17:859  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19001700 001c0000>
2016/12/30 12:37:17:862  Notify with data <a4090000 19001700 001c0000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:23|powerW:28>
2016/12/30 12:37:17:865  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:17:865  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 1e000020>
2016/12/30 12:37:17:866  Notify with data <a4090000 10000000 1e000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.1080000022687017|distance:0>
2016/12/30 12:37:17:866  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:17:866  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 1e000020>
2016/12/30 12:37:17:867  Notify with data <a4090000 10000000 1e000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.1080000022687017|distance:0>
2016/12/30 12:37:18:757  elevation calculation <speed:30|slope:0|distance:5.042344943446842|speedtimedistance:24.43641006946564|elevation:0|elevationChange:0>
2016/12/30 12:37:18:855  elevation calculation <speed:30|slope:0|distance:-14.73937750645624|speedtimedistance:0.01250982284545898|elevation:0|elevationChange:-0>
2016/12/30 12:37:18:856  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:18:856  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:18:857  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:18:857  logging data point
2016/12/30 12:37:18:858  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
